rownames(exprMat)	LAU125	LAU355	LAU1255	LAU1314
TMEM191C	0.18	0.67	0.7	1.63
TMEM192	32.81	19.82	13.72	17.46
TMEM196	0.07	0	0	0
TMEM198	1.38	0	1.48	0.07
TMEM198B	5.17	3.59	2.91	3.69
TMEM199	18.91	14.17	8.56	16.94
TMEM2	9.33	35.62	14.52	41.2
TMEM200A	0.13	2.4	0.44	3.39
TMEM200B	1.58	0.01	0.26	0.01
TMEM200C	0.36	0	0	0
TMEM201	4.99	1.71	1.93	1.39
TMEM202	0	0	0	0
TMEM203	10.29	14.76	7.37	16.74
TMEM204	3.34	4.7	0.26	1.94
TMEM205	36.08	18.56	32.27	16.75
TMEM206	8.03	13.75	7.75	14.35
TMEM207	0.66	0	0	0
TMEM208	25.48	11	23.36	12.66
TMEM209	33.9	20.04	10.35	17.25
TMEM210	0.03	0.09	0	0.09
TMEM211	0	0	0	0
TMEM212	6.82	12.07	8.3	11.66
TMEM212-AS1	0	0	0	0
TMEM212-IT1	0	0	0	0
TMEM213	0.12	0.94	0.15	0.62
TMEM214	24.82	24.19	38.48	32.56
TMEM215	0.02	0	0.03	0
TMEM216	6.83	12.37	3.86	15.84
TMEM217	1.39	0.09	0.51	0.53
TMEM218	21.9	16.8	8.33	17.91
TMEM219	26.93	32.63	44.5	33.25
TMEM220	3.35	2.71	0.65	2.7
TMEM221	0	0	0	0
TMEM222	11.57	19.15	9.51	18.27
TMEM223	13.34	8.55	5.15	9.89
TMEM225	0	0.1	0	0
TMEM225B	3.74	0.87	0.72	1.4
TMEM229A	4.37	0	0	0
TMEM229B	30.94	4.33	5.91	4.35
TMEM230	212.4	89.6	106.58	92.48
TMEM231	9.06	0.7	5.63	0.86
TMEM232	0.48	0.58	0.29	0.25
TMEM233	0	0.01	0	0
TMEM234	4.86	5.26	8.06	5.56
TMEM235	0	0	0	0
TMEM236	0.01	0.26	0.02	0.06
TMEM237	40.64	2.62	26.41	4.72
TMEM238	0	0.04	0	0.1
TMEM239	0	0	0	0
TMEM240	0.9	0.06	0.03	0
TMEM241	3.22	3.42	1.63	4.06
TMEM242	24.1	11.09	6.1	9.33
TMEM243	11.48	74.76	14.54	64.8
TMEM244	0	0	0.42	0.15
TMEM245	38.81	20.11	16.37	20.08
TMEM246	3.05	0.01	0.37	0.1
TMEM246-AS1	0.59	0	0	0
TMEM248	101.98	71.14	49.55	76.88
TMEM248P1	0.03	0	0	0
TMEM25	2.59	4.61	2.11	2.99
TMEM250	2.68	6.26	2.26	8.71
TMEM251	26.2	13.4	26.85	12.83
TMEM251P1	0	0	0	0
TMEM252	0	0	0	0
TMEM253	0.24	0	0.12	0.2
TMEM254	23.53	12.83	23.34	14.41
TMEM254-AS1	0.64	0.43	0.32	0.58
TMEM255A	0.21	1.37	16.47	1.71
TMEM255B	0.17	0.22	0.07	0.24
TMEM256	31.72	27.47	19.59	32.34
TMEM256P1	0	0	0	0
TMEM256P2	0	0	0	0
TMEM258	95.31	60.75	56.42	78.86
TMEM259	9.19	10.23	10.28	11.37
TMEM26	4.74	0.58	0.48	0.22
TMEM26-AS1	0	0	0	0.01
TMEM260	7.99	6.85	4.31	7.92
TMEM262	0.37	0.68	0.34	0.72
TMEM263	38.95	11.47	19.73	16.71
TMEM266	0.03	0.03	0.01	0.01
TMEM267	9.43	14.41	10.03	10.51
TMEM268	18.26	36.45	14.01	32.32
TMEM270	0	0	0	0
TMEM30A	100.67	49.67	29.15	64.28
TMEM30B	0.11	1.1	0.25	0.75
TMEM30CP	0	0	0	0
TMEM31	0.82	0.03	0.03	0.07
TMEM33	35.05	16.34	30.24	19.71
TMEM35A	0.14	0	0	0.03
TMEM35B	15.98	19.12	15.23	26.08
TMEM37	0.61	2.19	1.37	0.24
TMEM38A	0.79	2.25	0.31	2.28
TMEM38B	10.66	12.18	3.83	11.26
TMEM39A	33.44	17.75	20.67	21.1
TMEM39B	5.06	6.94	4.4	9.62
TMEM40	0	0	1.57	0
TMEM41A	19.6	11.72	13.87	9.87
TMEM41B	12.51	4.16	5.32	5.51
TMEM42	4.99	8.6	6.16	7.97
TMEM43	38.05	20.99	28.16	22.76
TMEM44	2.62	0.98	3.27	0.8
TMEM44-AS1	0.99	2.87	1.63	1.87
TMEM45A	62.86	32.7	28.39	26.21
TMEM45B	0.07	1.79	0.3	0.35
TMEM47	14.39	0.01	0.03	0.1
TMEM50A	194.17	68.92	69.53	82.4
TMEM50B	53.47	24.6	21.8	27.25
TMEM51	64.43	0.92	23	0.99
TMEM51-AS1	6.59	0.14	0.32	0.07
TMEM52	2.32	0.12	0.57	0
TMEM52B	0	0.05	0.26	0.21
TMEM53	4.53	2.61	6.29	2.77
TMEM54	6.31	0	13.38	0.44
TMEM56	0.12	1.21	1.33	0.46
TMEM59	286.37	93.19	160.67	128.38
TMEM59L	0.04	0.04	0.06	0.04
TMEM60	39.14	10.09	13.66	18.6
TMEM61	0	0	0	0
TMEM62	4.65	7.49	4.81	9.97
TMEM63A	7.44	32.43	20.36	23.75
TMEM63B	14.94	4.59	13.01	5.31
TMEM63C	0.04	0.1	0.22	0.08
TMEM64	48.32	19.95	26.74	29.26
TMEM65	12.23	7.8	6.32	9.44
TMEM67	19	2.71	11.15	2.63
TMEM68	57.75	14.43	20.41	17.76
TMEM69	30.31	27.29	16.2	29.07
TMEM70	34.28	14.34	20.28	19.63
TMEM71	1.28	17.67	5.78	13.49
TMEM72	0.01	0.01	0	0
TMEM72-AS1	0.01	0	0.01	0.01
TMEM74	0.04	0	0	0
TMEM74B	0.03	0.12	0.03	0.08
TMEM78	0.05	0.06	0.01	0.06
TMEM79	4.82	5.39	1.87	3.55
TMEM80	3.41	10.06	2.87	6.75
TMEM81	2.03	1.28	1.12	2.21
TMEM82	0	0	0	0
TMEM86A	1.35	0.74	3.58	0.44
TMEM86B	1.06	2.75	0.72	3.65
TMEM87A	77.6	30.47	24.62	29.9
TMEM87B	25.74	36.03	20.57	39.98
TMEM88	0.11	0.49	0.41	0.23
TMEM88B	0	0	0	0
TMEM89	0	0.03	0	0
TMEM8A	8.05	5.83	12.65	10.19
TMEM8B	5.65	4.59	1.68	3.61
TMEM9	29.15	9.23	16.62	10
TMEM91	0.62	1	1.04	0.7
TMEM92	0.05	0	0.01	0
TMEM92-AS1	0	0	0	0
TMEM94	10.18	8.65	6.38	8.14
TMEM95	0	0	0	0
TMEM97	24.3	2.98	8.19	5.35
TMEM97P1	0	0	0	0
TMEM97P2	0	0	0	0
TMEM98	29.97	0.13	29.18	1.29
TMEM99	12.49	3.65	7.78	5.8
TMEM9B	46.46	47.47	31.32	51.96
TMEM9B-AS1	2.38	1.77	1.12	1.07
TMF1	37.63	36.73	31.99	41.01
TMIE	0.04	0.29	0.19	0.05
TMIGD1	0	0	0	0
TMIGD2	0.21	2.47	0.37	1.5
TMIGD3	2.18	1.29	11.94	1.14
TMLHE	20.61	10.47	10.21	11.89
TMLHE-AS1	0.28	0.05	0.02	0.15
TMOD1	16.43	2	3.38	3.28
TMOD2	2.04	3.55	1.7	4.09
TMOD3	28.98	19.57	12.83	24.52
TMOD4	0.05	0.47	0.19	1.24
TMPO	50.62	66.66	35.41	97.81
TMPOP1	0	0	0.09	0
TMPPE	0.92	0.52	1.19	0.54
TMPRSS11A	0	0	0	0.01
TMPRSS11B	0	0.17	0	0
TMPRSS11BNL	0.01	0.39	0	0.05
TMPRSS11CP	0	0	0	0.19
TMPRSS11D	0	0	0	0
TMPRSS11E	0	0.13	0	0.11
TMPRSS11F	0.16	0	0	0
TMPRSS11GP	0	0	0	0
TMPRSS12	0	0	0	0
TMPRSS13	0	1.43	4.05	0.84
TMPRSS15	0	0	0	0.04
TMPRSS2	0.76	0.16	0.16	0.07
TMPRSS3	0	0.47	1.46	0.39
TMPRSS4	0.19	0.27	0.09	0.21
TMPRSS5	0.9	0.01	0.3	0.03
TMPRSS6	0.01	0.02	0.02	0.05
TMPRSS7	0	0.02	0	0
TMPRSS9	0.19	0.01	0.04	0.02
TMSB10	1361.88	2168.3	1960.68	1966.68
TMSB10P1	0	0	0	0
TMSB10P2	0	0	0	0
TMSB15A	0.95	0.26	0.36	0.66
TMSB15B	0.31	1.01	0.17	1.84
TMSB4X	286.3	4579.81	1590.15	4800.6
TMSB4XP1	0	2.24	0	0
TMSB4XP2	0	0	0.2	0
TMSB4XP3	0	0	0	0
TMSB4XP4	0.69	14.33	7.09	12.07
TMSB4XP6	283.17	3675.73	1399.04	4020.37
TMSB4XP8	1.11	21.49	6.57	18.93
TMSB4Y	0.4	0	0.98	1.26
TMTC1	1.69	0.11	0.43	0.08
TMTC2	29.88	1.31	3.51	1.69
TMTC3	8.4	2.1	2.3	1.95
TMTC4	3.21	4.13	1.17	3.8
TMUB1	4.04	9.61	5.85	8.9
TMUB2	8.9	18.84	14.32	15.22
TMX1	76.33	27.99	25.55	41.07
TMX2	130.08	44.76	115.5	45.06
TMX2-CTNND1	0	1.61	0	0.47
TMX2P1	1.06	1.92	1.29	3.18
TMX3	15.28	18.66	8.96	22.04
TMX4	37.01	28.79	21.26	36.05
TNC	0.92	0.42	80.57	0.78
TNF	1.23	53.08	6.01	37.01
TNFAIP1	16.24	4.62	4.6	4.89
TNFAIP2	1.23	5.87	7.21	2.88
TNFAIP3	15.61	265.07	359.36	110.29
TNFAIP6	1.99	0.15	0.44	0.11
TNFAIP8	8.08	176.46	25.73	201.73
TNFAIP8L1	1.54	6.26	1.77	6.77
TNFAIP8L2	0.14	9.17	3.38	13.42
TNFAIP8L3	0.08	0.37	0.16	0.42
TNFRSF10A	1.63	17.45	3.6	18.73
TNFRSF10A-AS1	0.04	3.33	0.06	2.73
TNFRSF10B	35.29	29.14	19.99	21.01
TNFRSF10C	1.16	0.3	0.38	0.38
TNFRSF10D	8.8	6.11	0.81	3.75
TNFRSF11A	3.19	0.41	0.32	0.73
TNFRSF11B	0.32	0.36	0.19	0.85
TNFRSF12A	4.54	0.13	13.12	1.68
TNFRSF13B	0.71	28.04	3.96	28.79
TNFRSF13C	0.84	29.4	5.13	37.48
TNFRSF14	42.01	44.1	40.02	43.91
TNFRSF14-AS1	2.56	4.45	3.04	1.73
TNFRSF17	0	8.3	1.83	18.3
TNFRSF18	0.02	0.37	0.67	2.11
TNFRSF19	28	0.23	1.66	0.87
TNFRSF1A	51.65	12.63	24.91	9.58
TNFRSF1B	1.54	38.75	25.91	41.09
TNFRSF21	133.36	9.03	10.04	4.73
TNFRSF25	0.65	6.52	2.77	7.46
TNFRSF4	0.58	0.77	0.33	2.77
TNFRSF6B	0	0	0.03	0
TNFRSF8	0.05	0.95	0.47	1.73
TNFRSF9	0.12	3.64	27.12	10
TNFSF10	1.5	41.47	33.22	40.23
TNFSF11	0	0.99	0.28	1.89
TNFSF12	13.61	24.35	12.64	24.25
TNFSF12-TNFSF13	0.9	0.9	2.3	0
TNFSF13	12.88	14.97	10.14	18.08
TNFSF13B	8.77	6.67	8.26	1.82
TNFSF14	0.24	0.72	0.28	1.65
TNFSF15	0.68	0.16	0.29	0.04
TNFSF18	0.01	0.13	0.02	0.11
TNFSF4	1.49	3.4	7.04	4.69
TNFSF8	0.62	34.65	10.57	26.23
TNFSF9	2.85	7.85	4.59	2.71
TNIK	18.73	13.66	9.08	13.17
TNIP1	33.99	92.68	33.12	100.83
TNIP2	3.66	9.59	6.73	9.21
TNIP3	0.03	1.98	3.29	3.6
TNK1	0.06	1.49	0.36	1.39
TNK2	4.32	26.88	13.27	22.1
TNK2-AS1	0.04	0.32	0.07	0.24
TNKS	31.16	11.06	5.53	14.15
TNKS1BP1	24.91	2.93	36.63	6.26
TNKS2	11.23	26.84	11.75	30.13
TNKS2-AS1	4.45	1.68	1.73	2.36
TNMD	0	0.02	0	0
TNN	0.7	0.03	0	0
TNNC1	1.58	1.38	0.42	1.39
TNNC2	0.26	0.54	0.03	0.55
TNNI1	0.05	0.08	0.03	0.07
TNNI2	0.15	3.61	0.63	2.39
TNNI3	0.45	0	0.75	0
TNNI3K	0.98	1.12	0.28	0.56
TNNT1	13.09	0.07	21.99	0.03
TNNT2	0.07	0.2	0	0.12
TNNT3	0.33	0.66	0.22	0.27
TNP1	0	0	0.07	0
TNP2	0	0	0	0
TNPO1	92.82	39.75	44.5	53.39
TNPO1P1	0.06	0.09	0.08	0
TNPO1P2	0.04	0.01	0.04	0
TNPO1P3	0	0	0	0
TNPO2	12.61	9.01	10.17	11.18
TNPO3	27.3	19.91	14.43	21.31
TNR	0.06	1.81	0.15	1.27
TNR-IT1	0	0	0	0
TNRC18	21.5	11.37	9.97	9.02
TNRC18P1	0	0.26	0.04	0.17
TNRC18P2	0	0	0	0
TNRC18P3	0	0	0	0
TNRC6A	14.15	13.13	8.29	14.11
TNRC6B	4.62	19.63	10.18	17.31
TNRC6C	3.99	6.01	2.14	5.37
TNRC6C-AS1	6.98	15.68	3.49	16.28
TNS1	91.18	0.47	28.04	0.6
TNS2	31.74	0.29	6.38	0.38
TNS3	87.7	15.28	21.82	11.16
TNS4	0.04	0.28	0.18	0.57
TNXA	0	0	0.01	0.03
TNXB	0.25	0.32	0.26	0.14
TOB1	122.99	103.18	159.6	38.62
TOB1-AS1	0.25	0.59	0.27	0.8
TOB2	24.21	15.21	27.19	19.66
TOB2P1	0.6	0.06	0.41	0.18
TOE1	8.11	10.98	13.06	11.23
TOGARAM1	10.78	6.76	4.72	5.68
TOGARAM2	0.1	0.51	0.67	0.47
TOLLIP	8.77	8.63	8.23	10.03
TOLLIP-AS1	0.53	0.37	0.25	0.56
TOM1	13.1	19.07	19.23	17.12
TOM1L1	16.28	0.22	7.03	0.31
TOM1L2	12.9	4.1	3.64	4.64
TOMM20	198.36	118.18	125.66	135.2
TOMM20L	0.09	0.39	0.06	0.41
TOMM20P1	0	0	0	0.16
TOMM20P4	0	0	0	0.07
TOMM22	49.25	87.67	67.17	83.49
TOMM22P1	0	0	0	0
TOMM22P2	1.95	0	0	0
TOMM22P3	0	0	0	0
TOMM22P4	0	0	0	0
TOMM22P5	0	0	0	0
TOMM22P6	0	0	0	0
TOMM34	20.93	10.48	12.69	14.62
TOMM40	19.99	14.36	17.23	15.37
TOMM40L	15.21	5.62	9.09	7.14
TOMM5	46.67	49.42	36.33	66.58
TOMM6	282.9	219.5	279.33	230.5
TOMM7	573.37	467.92	420.33	460.14
TOMM70	41.63	25.42	29.86	28.97
TONSL	1.21	0.62	1.61	1.23
TONSL-AS1	0.07	0.06	0.06	0.07
TOP1	57.71	37.02	26.35	61.02
TOP1MT	40.25	21.85	25.33	15.63
TOP2A	63.91	11.69	15.93	40.15
TOP2B	103.97	89.17	62.7	132.75
TOP3A	14.77	12.74	6.85	12.83
TOP3B	3.23	11.89	6.11	11.71
TOP3BP1	0	0	0	0
TOPAZ1	0	0.02	0	0
TOPBP1	32.73	28.52	26.32	39.23
TOPORS	8.74	17.85	14.17	15.99
TOPORSLP	0	0.01	0.03	0
TOR1A	14.16	30.24	12.25	33.78
TOR1AIP1	77.39	76.57	50.16	67.44
TOR1AIP2	22.93	10.06	14.98	11.82
TOR1B	13.41	15.37	11.72	16.13
TOR2A	2.12	4.83	2.23	5.34
TOR3A	15.21	38.01	18.49	32.51
TOR4A	0.12	1.69	0.37	2.27
TOX	0.28	18.56	12.67	25.42
TOX2	0.17	9.07	3.84	9.94
TOX3	0	0	0.01	0
TOX4	83.05	72.05	67.93	78.53
TOX4P1	0	0.03	0.02	0
TP53	21.63	33.19	7.71	38.21
TP53AIP1	0	0	0	0.04
TP53BP1	36.01	15.51	21.05	20.69
TP53BP2	26.09	34.45	18.58	31.22
TP53I11	3.28	16.94	4.35	18.69
TP53I13	2.04	2.62	2.74	2.74
TP53I3	1.85	1.79	7.83	1.06
TP53INP1	10.31	29.19	12.68	17.61
TP53INP2	16.6	6.13	14.2	3.48
TP53RK	13.53	5.84	9.68	8.81
TP53TG1	19.25	9.72	6.53	10.03
TP53TG3	2.13	0	0.36	0
TP53TG3C	3.16	0.01	0.13	0.04
TP53TG3D	2.44	0.11	1.58	0.18
TP53TG5	0	0.33	0.08	0.2
TP63	0.04	1.2	0.61	0.78
TP73	0.15	0.32	0.18	0.55
TP73-AS1	10.29	5.26	0.98	4.15
TPBG	0.01	0.1	0.01	0.06
TPCN1	25.12	21.4	9.65	15.07
TPCN2	0.71	2.27	4.01	2.44
TPD52	40.19	126.23	60.86	166.21
TPD52L1	7.4	0.42	7.07	2.92
TPD52L2	55.14	27.37	33.47	27.76
TPD52L3	0.05	0	0	0
TPGS1	0.06	0.03	0.06	0
TPGS2	50.21	19.49	44.39	37.88
TPH1	0.12	0.37	0.09	0.46
TPH2	0.04	0	0	0
TPI1	1477.3	391.3	595.15	437.58
TPI1P1	0.12	0	0.12	0
TPI1P2	0.68	0.31	0.46	0.27
TPI1P3	0	0	0	0
TPI1P4	0	0	0	0
TPK1	3.27	8.08	3.11	6.24
TPM1	40.04	2.15	18.65	2.59
TPM2	1.23	3.63	16.37	1.48
TPM3	263.7	503.78	355.77	579.99
TPM3P1	0.03	0	0.03	0
TPM3P2	0	0	0	0
TPM3P3	0	0	0	0
TPM3P4	0	0	0.03	0
TPM3P6	0	0.06	0	0.04
TPM3P7	0	0	0.03	0
TPM3P8	0	0.07	0	0
TPM3P9	2.87	6.17	4.52	12.16
TPM4	311.51	137.05	152.83	162.1
TPM4P1	0.03	0	0	0
TPMT	37.93	12.52	15.02	10.63
TPMTP2	0	0	0	0
TPMTP3	0	0.18	0	0
TPMTP4	0	0	0	0
TPO	0	0.03	0.07	0.11
TPP1	293.51	154.62	280.19	135.75
TPP2	14.6	23.29	14.22	23.31
TPPP	1.48	0.04	2.74	0.08
TPPP2	0.23	0	0.06	0
TPPP3	2.26	0.22	1.28	0
TPR	83.32	48.51	44.42	57.38
TPRA1	4.54	4.03	7.89	5.39
TPRG1	0.33	2.04	3.47	4.55
TPRG1-AS1	0.26	0.03	1.05	0
TPRG1-AS2	0	0	0	0
TPRG1L	46.31	23.71	24.63	24.97
TPRKB	51.64	40.45	30.28	45.78
TPRKBP1	0	0	0	0
TPRN	1.03	1.03	0.81	1.14
TPRX1	0	0	0	0
TPRXL	0.03	0	0.17	0.01
TPSAB1	0.29	3.03	0.06	0.15
TPSB2	0	0.12	0	0.05
TPSD1	0.12	0.93	0	0
TPSG1	0	0	0	0
TPST1	30.35	3.9	9.26	5.02
TPST2	2.39	12.13	7.27	15.6
TPT1	3974.18	11552.46	3307.93	9943.37
TPT1-AS1	11.71	8.17	27.55	8.01
TPT1P1	0	0.18	0	0
TPT1P10	0.23	0.15	0.16	0.34
TPT1P11	0.45	1.59	0.58	1.17
TPT1P13	0	0	0	0
TPT1P14	0.06	0.05	0	0.11
TPT1P2	0	0	0	0
TPT1P3	0	0.11	0	0
TPT1P4	0.99	0.28	0.15	0.13
TPT1P5	3.23	0	0.25	0.11
TPT1P6	0.11	0.09	0	0
TPT1P7	0	0	0	0
TPT1P8	0	0.12	0	0.1
TPT1P9	0	0.19	0.15	0.71
TPTE2	0.1	0.03	0.01	0.12
TPTE2P1	0.28	0	0.4	0
TPTE2P3	0	0	0	0
TPTE2P4	0	0	0	0
TPTE2P5	0.06	0.18	0.07	0.67
TPTE2P6	0.24	0.11	0.35	0.09
TPTEP1	1.65	2.56	38.66	3.4
TPX2	45.75	13.35	17.44	31.08
TRA2A	97.39	134.95	88.98	122.41
TRA2B	228	278.76	229.51	212.77
TRABD	0.6	5.78	4.03	8.27
TRABD2A	0.61	25.92	14.12	13.34
TRADD	5	8.97	4.85	8.22
TRAF1	0.67	8.31	4.66	10.02
TRAF2	2.31	9.79	3.53	12.08
TRAF3	7.07	19.68	7.41	18.64
TRAF3IP1	16.04	10.41	5.89	12.52
TRAF3IP2	70.58	23.63	12.81	27.02
TRAF3IP2-AS1	16.25	5.96	1.39	5.73
TRAF3IP3	3.79	139.24	28.31	134.89
TRAF4	65.76	71.94	29.3	65.62
TRAF5	10.47	94.97	19.43	82.25
TRAF6	9.89	17.87	11.85	14.73
TRAF6P1	0.02	0	0	0
TRAF7	6.36	9.24	6.64	8.89
TRAFD1	19.35	29.03	18.88	29.59
TRAIP	6.44	3.2	4.67	2.72
TRAJ1	0	0	0	0
TRAJ10	0	0	0	0
TRAJ11	0	0	0	0
TRAJ12	0	0	0	0
TRAJ13	0	0	0	0
TRAJ14	0	0	0	0
TRAJ16	0	0	0	0
TRAJ17	0	0	0	0
TRAJ18	0	0	0	0
TRAJ19	0	0	0	0
TRAJ2	0	0	0	0
TRAJ20	0	0	0	0
TRAJ21	0	0	0	0
TRAJ22	0	0	0	0
TRAJ23	0	0	0	0
TRAJ24	0	0	0	0
TRAJ25	0	0	0	0
TRAJ26	0	0	0	0
TRAJ27	0	0	0	0
TRAJ28	0	0	0	0
TRAJ29	0	0	0	0
TRAJ3	0	0	0	0
TRAJ30	0	0	0	0
TRAJ31	0	0	0	0
TRAJ32	0	0	0	0
TRAJ33	0	0	0	0
TRAJ34	0	0	0	0
TRAJ35	0	0	0	0
TRAJ38	0	0	0	0
TRAJ39	0	0	0	0
TRAJ4	0	0	0	0
TRAJ40	0	0	0	0
TRAJ41	0	0	0	0
TRAJ42	0	0	0	0
TRAJ43	0	0	0	0
TRAJ44	0	0	0	0
TRAJ45	0	0	0	0
TRAJ46	0	0	0	0
TRAJ47	0	0	0	0
TRAJ48	0	0	0	0
TRAJ49	0	0	0	0
TRAJ5	0	0	0	0
TRAJ50	0	0	0	0
TRAJ51	0	0	0	0
TRAJ52	0	0	0	0
TRAJ53	0	0	0	0
TRAJ54	0	0	0	0
TRAJ55	0	0	0	0
TRAJ56	0	0	0	0
TRAJ57	0	0	0	0
TRAJ58	0	0	0	0
TRAJ59	0	0	0	0
TRAJ6	0	0	0	0
TRAJ60	0	0	0	0
TRAJ61	0	0	0	0
TRAJ7	0	0	0	0
TRAJ8	0	0	0	0
TRAJ9	0	0	0	0
TRAK1	27.39	37.59	26.82	36.03
TRAK2	27.95	15.55	41.1	18.86
TRAM1	289.67	181.04	155.03	199.57
TRAM1L1	0.55	0	1.27	0
TRAM2	11.58	4.88	5.82	3.25
TRAM2-AS1	5.1	2.08	0.91	1.8
TRANK1	1.35	40.22	7.24	44.36
TRAP1	38.62	16.49	25.99	20.67
TRAPPC1	69.73	94.66	55.04	110.27
TRAPPC10	20.62	65.14	23.4	54.67
TRAPPC11	25.05	18.1	11.46	21.57
TRAPPC12	13.63	35.29	25.15	30.5
TRAPPC12-AS1	0.03	0.48	0.21	0.28
TRAPPC13	16.93	20.14	11.77	13.94
TRAPPC13P1	0	0	0	0
TRAPPC2	17.96	34.48	12.97	29.73
TRAPPC2L	52.41	35.14	48.93	36.72
TRAPPC2P10	0	0	0	0
TRAPPC2P2	0.07	0	0	0
TRAPPC2P3	0	0	0	0
TRAPPC2P4	0	0	0	0
TRAPPC2P5	0	0	0	0
TRAPPC2P7	0	0	0	0
TRAPPC2P8	0	0	0	0
TRAPPC2P9	0	0	0	0
TRAPPC3	54.06	37.76	33.14	35.13
TRAPPC3L	0.06	0.02	0.76	0.02
TRAPPC4	24.44	25.77	17.93	34.81
TRAPPC5	1.04	3.01	2.28	4.32
TRAPPC6A	5.49	10.92	5.71	9.48
TRAPPC6B	22.27	10.05	11.31	14.3
TRAPPC8	15.96	16.03	9.47	19.03
TRAPPC9	32.34	25.99	23.87	21.79
TRAT1	0.66	31.85	18.68	28.87
TRAV10	0.09	7.85	2.81	4.27
TRAV12-1	0	9.4	3.91	11.55
TRAV12-2	0.56	20.72	19.71	25.43
TRAV12-3	0.18	18.56	8.68	16.32
TRAV13-1	1.22	29.12	18.25	29.38
TRAV13-2	0.09	6.51	3.99	7.89
TRAV14DV4	0.09	10.18	9.88	16.67
TRAV16	0.1	4.8	4.74	7.08
TRAV17	0.47	21.96	11.77	27.57
TRAV18	0.1	1.93	0.19	1.08
TRAV19	0.27	11.17	12.52	13.52
TRAV2	0.09	8.59	3.04	3.88
TRAV20	0	18.1	3.52	10.58
TRAV21	0.48	15.97	6.4	38.68
TRAV22	0	6.79	1.67	6
TRAV23DV6	0	6.43	5.41	12.29
TRAV24	0	4.6	2.28	3.89
TRAV25	0.1	6.96	3.38	7.94
TRAV26-1	0.1	11.45	9.8	12.07
TRAV26-2	0	5.43	2.25	6.95
TRAV27	0.2	2.28	0.75	4.05
TRAV29DV5	0	15.25	2.94	15.43
TRAV3	0	4.68	1.93	5.01
TRAV31	0	0	0	0
TRAV34	0.09	1.22	0.99	1.62
TRAV35	0	1.84	0.37	3.92
TRAV36DV7	0.28	7.43	0.9	8.88
TRAV38-1	0	6.16	0.33	3.59
TRAV38-2DV8	0.09	9.53	3.52	10.24
TRAV39	0	4.67	2.21	3.32
TRAV4	0.1	13.87	7.1	15.22
TRAV40	0	1.29	0.51	0.75
TRAV41	0.28	7.51	2.53	10.88
TRAV5	0.19	3.51	3.88	4.96
TRAV6	0.19	9.18	2.1	6.96
TRAV7	0	0.08	0	0
TRAV8-1	0	4	1.5	4.67
TRAV8-2	0	9.85	2.83	10.83
TRAV8-3	0	5.04	1.5	3.27
TRAV8-4	0	7.66	2.73	9.71
TRAV8-6	0.09	5.83	4.39	7.38
TRAV8-7	0	0	0	0
TRAV9-1	0	0	0	0
TRAV9-2	0.37	17.33	7.07	16.09
TRBC1	0.16	2.68	1.52	2.65
TRBC2	10.3	952.26	340.25	928.14
TRBJ2-1	0	0	0	0
TRBJ2-2	0	0	0	0
TRBJ2-2P	0	0	0	0
TRBJ2-3	0	0	0	0
TRBJ2-4	0	0	0	0
TRBJ2-5	0	0	0	0
TRBJ2-6	0	0	0	0
TRBJ2-7	0	0	0	0
TRBV1	0	1.47	0.12	0.37
TRBV10-1	0	3.09	0.41	1.23
TRBV10-2	0.38	6.93	3.75	1.91
TRBV11-1	0.08	2.11	0.73	2.38
TRBV11-2	0	0.82	0	0
TRBV12-1	0	0	0	0
TRBV12-2	0	0.32	0.17	0
TRBV19	0.2	24.39	16.02	20.44
TRBV2	0.97	14.95	11.41	9.27
TRBV20-1	0.71	37.81	10.62	35.13
TRBV20OR9-2	0	0	0	0
TRBV21-1	0	3.26	0.17	0.18
TRBV21OR9-2	0	0	0	0
TRBV22-1	0	0	0	0
TRBV22OR9-2	0	0	0	0
TRBV23-1	0	1.33	0.43	0.64
TRBV23OR9-2	0	0	0	0
TRBV24-1	0.08	6.24	1.29	5.85
TRBV24OR9-2	0	0.06	0	0.07
TRBV25OR9-2	0	0	0	0.14
TRBV26	0	0	0	0
TRBV26OR9-2	0	0	0	0
TRBV27	0.12	13.9	17.26	18.84
TRBV28	0.84	31.4	12.02	41.65
TRBV29-1	1.33	39.7	23.49	38.95
TRBV29OR9-2	0	0	0	0
TRBV3-1	0.46	15.9	9.15	13.94
TRBV30	0.19	5.22	0.55	13.51
TRBV4-1	0.08	9.18	5.85	2.48
TRBV4-2	0.06	26.77	10.5	23.17
TRBV5-1	0.16	16.03	6.87	27.8
TRBV5-2	0	0	0	0
TRBV5-3	0	0.28	0.17	0.2
TRBV5-4	0.05	8.11	4.62	10.37
TRBV5-5	0.18	2.01	1.59	1.92
TRBV5-6	0	8.38	4.13	7.03
TRBV5-7	0	0	0	0.33
TRBV6-1	0.22	7.37	5.65	12.75
TRBV6-4	0	1.38	0.08	0.94
TRBV6-5	0.43	28.34	10.87	23.97
TRBV6-6	0.08	7.23	5.99	4.07
TRBV6-7	0	0.32	0	0.46
TRBV6-8	0	0	0	0
TRBV7-1	0.24	13.99	3.76	10.02
TRBV7-3	0.3	40.61	9.01	36.52
TRBV7-4	0	0.31	0.17	0.82
TRBV7-5	0	0	0	0.92
TRBV7-6	0.08	9.36	2.72	10.69
TRBV7-7	0	3.92	1.96	1.07
TRBV8-1	0	0	0	0
